DT.NFL.UNAI.CD,DT.ODA.OATL.CD,DC.DAC.USAL.CD,DC.DAC.TOTL.CD,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.CD,SP.POP.DPND.YG,SH.CON.1524.FE.ZS,SH.CON.1524.MA.ZS,per_si_allsi.cov_pop_tot,per_sa_allsa.cov_pop_tot,per_lm_alllm.cov_pop_tot,SE.SEC.CUAT.LO.ZS,SE.SEC.CUAT.LO.FE.ZS,SE.SEC.CUAT.LO.MA.ZS,SE.PRM.CUAT.FE.ZS,SE.PRM.CUAT.MA.ZS,SE.PRM.CUAT.ZS,SH.HIV.INCD.ZS,IT.NET.USER.ZS,SL.TLF.CACT.FE.ZS,SL.TLF.CACT.MA.ZS,SP.POP.TOTL,SL.UEM.TOTL.ZS,Time.Code,SH.STA.MMRT,SP.DYN.IMRT.IN,SP.DYN.LE00.FE.IN,SP.DYN.LE00.MA.IN,SP.DYN.LE00.IN,WBcode,WBname,COWabb,COWcode,COWname,Income,MENA,year,polity2,durable,United Nations,United States,Joint United Nations Programme on HIV/AIDS (UNAIDS),United Nations Children`s Fund (UNICEF),United Nations Democracy Fund (UNDEF),United Nations Development Programme (UNDP),United Nations Economic Commission for Europe (UNECE),United Nations Economic and Social Commission for Asia and the Pacific (UNESCAP),United Nations Economic and Social Commission for Western Asia (UNESCWA),United Nations High Commissioner for Refugees (UNHCR),United Nations Peacebuilding Fund (UNPBF),United Nations Population Fund (UNFPA),United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA),Family planning,General health including reproductive health,Other,Reproductive health care,STD/HIV/AIDS,Women in development,Womens equality organizations and institutions,Womens Aid,United Nations-Family planning,United Nations-General health including reproductive health,United Nations-Other,United Nations-Reproductive health care,United Nations-STD/HIV/AIDS,United Nations-Women in development,United Nations-Womens equality organizations and institutions,United States-Family planning,United States-General health including reproductive health,United States-Other,United States-Reproductive health care,United States-STD/HIV/AIDS,United States-Women in development,United States-Womens equality organizations and institutions,United Nations-Womens Aid,United States-Womens Aid,AIDname
,,15000000,15670000,537777811.1,,59.77732651,76.52247462,,,,,,,,,,,,,,,,8996351,,YR1960,,245.7,33.133,31.58,32.33756098,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1960.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,30000000,33550000,548888895.6,,59.87815281,77.52917821,,,,,,,,,,,,,,,,9166764,,YR1961,,241.2,33.586,32.026,32.78697561,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1961.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13000000,15260000,546666677.8,,58.49287383,78.08540637,,,,,,,,,,,,,,,,9345868,,YR1962,,236.9,34.03,32.466,33.22892683,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1962.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,32000000,34880000,751111191.1,,78.78275804,78.37535115,,,,,,,,,,,,,,,,9533954,,YR1963,,232.7,34.469,32.903,33.66690244,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1963.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,37000000,44220000,800000044.4,,82.20844386,78.62537426,,,,,,,,,,,,,,,,9731361,,YR1964,,228.5,34.904,33.338,34.10190244,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1964.0,-7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,33470000,51170000,1006666638,,101.2904713,78.92999097,,,,,,,,,,,,,,,,9938414,,YR1965,,224.4,35.337,33.771,34.53490244,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1965.0,-7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,29970000,46960000,1399999967,,137.8993619,80.04918278,,,,,,,,,,,,,,,,10152331,,YR1966,,220.5,35.768,34.204,34.96692683,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1966.0,-7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26390000,37080000,1673333418,,161.3220001,81.04343736,,,,,,,,,,,,,,,,10372630,,YR1967,,216.5,36.2,34.636,35.39892683,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1967.0,-7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16920000,24500000,1373333367,,129.5066538,81.91747509,,,,,,,,,,,,,,,,10604346,,YR1968,,212.7,36.634,35.069,35.83241463,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1968.0,-7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,15000000,22520000,1408888922,,129.7985414,82.62917712,,,,,,,,,,,,,,,,10854428,,YR1969,,208.7,37.072,35.505,36.26939024,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1969.0,-7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12000000,21510000,1748886596,,157.1874224,83.16236224,,,,,,,,,,,,,,,,11126123,,YR1970,,204.8,37.518,35.946,36.71282927,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1970.0,-7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,22000000,38220000,1831108971,,160.3728356,84.34754234,,,,,,,,,,,,,,,,11417825,,YR1971,,201,37.97,36.392,37.1617561,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1971.0,-7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,25000000,42290000,1595555476,,136.1170144,85.22701919,,,,,,,,,,,,,,,,11721940,,YR1972,,197,38.432,36.847,37.62017073,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1972.0,-7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,33000000,45710000,1733333264,,144.1103189,85.85554605,,,,,,,,,,,,,,,,12027822,,YR1973,,193.1,38.904,37.312,38.08858537,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1973.0,-7.0,9.0,0.0,40767666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40767666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40767666.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan
,,12000000,18190000,2155555498,,174.9420383,86.2635008,,,,,,,,,,,,,,,,12321541,,YR1974,,188.8,39.39,37.791,38.571,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1974.0,-7.0,10.0,0.0,35999152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35999152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35999152.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan
,,17000000,33010000,2366666616,,187.975604,86.41865216,,,,,,4.099979877,1.401440024,6.305960178,1.601609945,10.86760998,6.699989796,,,,,12590286,,YR1975,,184.7,39.891,38.287,39.06943902,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1975.0,-7.0,11.0,0.0,27871564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27871564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27871564.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan
,,21000000,36460000,2555555567,,199.0261727,87.3811629,,,,,,,,,,,,,,,,12840299,,YR1976,,180.6,40.409,38.801,39.58539024,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1976.0,-7.0,12.0,0.0,8688297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8688297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8688297.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan
,,12000000,27980000,2953333418,,226.0053438,88.20032845,,,,,,,,,,,,,,,,13067538,,YR1977,,176.3,40.945,39.334,40.11985366,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1977.0,-7.0,13.0,0.0,16124956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16124956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16124956.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan
,,11000000,33590000,3300000109,,249.2873863,88.83438154,,,,,,,,,,,,,,,,13237734,,YR1978,,172,41.503,39.89,40.67682927,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1978.0,0.0,0.0,0.0,589243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589243.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan
,,12000000,46990000,3697940410,,277.9007417,89.14914089,,,,,,4.148990154,0.80309999,7.386290073,0.939300001,7.911680222,4.482989788,,,,,13306695,,YR1979,,167.7,42.086,40.471,41.25880488,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1979.0,,0.0,0.0,673509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673509.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan
,,2000000,11430000,3641723322,,274.8808587,88.97054052,,,,,,,,,,,,,,,,13248370,,YR1980,,163.3,42.705,41.085,41.8752439,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1980.0,,0.0,0.0,356097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356097.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan
,,-7000000,-7860000,3478787909,,266.4930418,90.00410995,,,,,,,,,,,,,,,,13053954,,YR1981,,158.9,43.369,41.738,42.53360976,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1981.0,,0.0,0.0,303878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303878.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan
,,-2000000,450000,,,,90.8749216,,,,,,,,,,,,,,,,12749645,,YR1982,,154.4,44.08,42.432,43.23590244,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1982.0,,0.0,0.0,204577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204577.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan
,,-2000000,5360000,,,,91.61642015,,,,,,,,,,,,,,,,12389269,,YR1983,,149.8,44.837,43.164,43.98009756,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1983.0,,0.0,0.0,177115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177115.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan
,,-3000000,-960000,,,,92.40953503,,,,,,,,,,,,,,,,12047115,,YR1984,,145.6,45.636,43.93,44.76219512,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1984.0,,0.0,0.0,189669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189669.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan
,,,6900000,,,,93.52810763,,,,,,,,,,,,,,,,11783050,,YR1985,,141.3,46.473,44.728,45.57921951,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1985.0,,0.0,0.0,7385943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7385943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7385943.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan
,,-5000000,-1660000,,,,94.24557237,,,,,,,,,,,,,,,,11601041,,YR1986,,137,47.345,45.554,46.42765854,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1986.0,,0.0,0.0,33155552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33155552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33155552.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan
,,29000000,39310000,,,,94.5521533,,,,,,,,,,,,,,,,11502761,,YR1987,,132.7,48.239,46.399,47.29656098,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1987.0,,0.0,0.0,61195418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3365905.0,0.0,57829513.0,0.0,0.0,0.0,0.0,3365905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3365905.0,0.0,57829513.0,0.0,0.0,0.0,0.0,0.0,3365905.0,Afghanistan
,,29000000,67100000,,,,94.75176546,,,,,,,,,,,,,,,,11540888,,YR1988,,128.5,49.138,47.249,48.17046341,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1988.0,,0.0,0.0,80967371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8770746.0,0.0,72196625.0,0.0,0.0,0.0,0.0,8770746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8770746.0,0.0,72196625.0,0.0,0.0,0.0,0.0,0.0,8770746.0,Afghanistan
,,40000000,90100000,,,,95.2725482,,,,,,,,,,,,,,,,11777609,,YR1989,,124.3,50.024,48.086,49.03136585,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1989.0,-8.0,0.0,0.0,114960152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114960152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114960152.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan
,,56000000,102740000,,,,96.57207075,,,,,,,,,,,,0.01,0,16.44199944,84.24099731,12249114,,YR1990,1340,120.2,50.874,48.89,49.85780488,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1990.0,-8.0,1.0,0.0,109878758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109878758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109878758.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan
,,59000000,107510000,,,,96.49307699,,,,,,,,,,,,0.01,,16.34000015,84.25,12993657,1.207000017,YR1991,1330,116.4,51.667,49.638,50.6277561,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1991.0,-8.0,2.0,0.0,91064560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91064560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91064560.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan
,,65000000,140360000,,,,96.3648419,,,,,,,,,,,,0.01,,16.23699951,84.2440033,13981231,1.062000036,YR1992,1330,112.9,52.393,50.323,51.3327561,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1992.0,0.0,0.0,0.0,60310850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60310850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60310850.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan
,,42000000,131220000,,,,96.35407607,,,,,,,,,,,,0.01,,16.10400009,84.23300171,15095099,1.388000011,YR1993,1320,109.5,53.051,50.941,51.97026829,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1993.0,0.0,0.0,0.0,28983331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28983331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28983331.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan
,,53000000,158450000,,,,96.2845581,,,,,,,,,,,,0.01,,15.96199989,84.21700287,16172719,1.350999951,YR1994,1300,106.3,53.643,51.497,52.54382927,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1994.0,0.0,0.0,0.0,2834263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2834263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2834263.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan
,,2000000,130610000,,,,95.83926818,,,,,,,,,,,,0.01,,15.85299969,84.18900299,17099541,0.601999998,YR1995,1270,103.3,54.179,51.999,53.06241463,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1995.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2000000,122650000,,,,96.61370974,,,,,,,,,,,,0.01,,15.63700008,84.23500061,17822884,1.138000011,YR1996,1240,100.5,54.676,52.465,53.54353659,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1996.0,-7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,178160000,,,,97.3717544,,,,,,,,,,,,0.01,,15.4460001,84.28600311,18381605,1.136999965,YR1997,1200,97.9,55.156,52.918,54.00970732,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1997.0,-7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,131990000,,,,97.94842417,,,,,,,,,,,,0.01,,15.30799961,84.33100128,18863999,1.131999969,YR1998,1160,95.4,55.642,53.379,54.48290244,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1998.0,-7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,32080000,118770000,,,,98.36375948,,,,,,,,,,,,0.01,,15.22999954,84.36699677,19403676,1.138000011,YR1999,1130,93.1,56.145,53.861,54.97514634,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,1999.0,-7.0,3.0,16318615.0,39046422.0,0.0,0.0,0.0,16318615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55365037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16318615.0,0.0,0.0,0.0,0.0,0.0,0.0,39046422.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan
,,2420000,105240000,,,,98.75477029,,,,,,,,,,,,0.01,,15.04199982,84.06199646,20093756,1.129999995,YR2000,1100,90.8,56.678,54.376,55.49892683,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,2000.0,-7.0,4.0,14084027.0,14264000.0,0.0,14084027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28341766.0,6261.0,0.0,0.0,0.0,6261.0,0.0,0.0,14077766.0,6261.0,0.0,0.0,0.0,0.0,0.0,14264000.0,0.0,0.0,0.0,0.0,6261.0,0.0,Afghanistan
,,7700000,368650000,2461665938,,117.4096908,98.40695634,,,,,,,,,,,,0.01,0.004722568,15.22099972,84.11100006,20966463,1.144999981,YR2001,1050,88.4,57.249,54.929,56.06070732,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,2001.0,,0.0,15890481.0,19117749.0,0.0,14630882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1259599.0,0.0,1115711.0,0.0,33748631.0,143888.0,0.0,0.0,0.0,1259599.0,1115711.0,0.0,14630882.0,143888.0,0.0,0.0,0.0,0.0,0.0,19117749.0,0.0,0.0,0.0,0.0,1259599.0,0.0,Afghanistan
,,367610000,1134420000,4128820723,,187.845095,97.68278143,,,,,,,,,,,,0.01,0.004561395,15.47999954,84.16000366,21979923,0.492000014,YR2002,996,86.1,57.849,55.515,56.65353659,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,2002.0,,0.0,18411600.0,658649253.0,0.0,14367534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4044066.0,0.0,7599279.0,0.0,667956434.0,1505140.0,0.0,0.0,0.0,9104419.0,1451596.0,0.0,15454864.0,1505140.0,0.0,0.0,0.0,6147683.0,0.0,652501570.0,0.0,0.0,0.0,0.0,2956736.0,6147683.0,Afghanistan
,,485790000,1428820000,4583644246,8.444163227,198.7285436,96.77390624,,,,,,,,,,,,0.01,0.087891253,15.78100014,84.20999908,23064851,8.440999985,YR2003,941,83.6,58.468,56.121,57.26587805,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,2003.0,,0.0,26537542.0,1124795918.0,0.0,19910972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6626570.0,0.0,100054.0,0.0,1144367605.0,5639522.0,0.0,1226279.0,0.0,6965855.0,100054.0,0.0,20715689.0,5639522.0,0.0,82277.0,0.0,0.0,0.0,1123651916.0,0.0,0.0,1144002.0,0.0,5821853.0,1144002.0,Afghanistan
,,778290000,1934600000,5285465686,1.055555787,219.1413528,95.77059841,,,,,,,,,,,,0.01,0.10580903,16.09799957,84.25800323,24118979,8.479000092,YR2004,881,81.1,59.1,56.74,57.89121951,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,2004.0,,0.0,23123954.0,1650663978.0,0.0,13913910.0,0.0,7515346.0,0.0,0.0,0.0,0.0,0.0,1694698.0,0.0,0.0,0.0,1671309020.0,2010418.0,0.0,468494.0,0.0,2478912.0,0.0,0.0,21113536.0,2010418.0,0.0,0.0,0.0,0.0,0.0,1650195484.0,0.0,0.0,468494.0,0.0,2010418.0,468494.0,Afghanistan
,,1318300000,2441580000,6275073572,11.17527024,250.2941299,94.65424561,,,,,,,,,,,,0.01,1.224148084,16.42499924,84.29499817,25070798,8.5,YR2005,821,78.5,59.73,57.359,58.51558537,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,2005.0,,0.0,33559958.0,1973239007.0,0.0,20756704.0,0.0,8871017.0,0.0,0.0,0.0,0.0,0.0,3932237.0,0.0,0.0,0.0,2003713706.0,2641657.0,43446.0,400156.0,0.0,3085259.0,0.0,0.0,30889592.0,2641657.0,28709.0,0.0,0.0,0.0,0.0,1972824114.0,0.0,14737.0,400156.0,0.0,2670366.0,414893.0,Afghanistan
,,1403710000,2638330000,7057598407,5.554137623,272.563077,95.21173634,,,,,,,,,,,,0.01,2.107123645,16.27899933,84.29100037,25893450,8.418000221,YR2006,776,76,60.346,57.964,59.12595122,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,2006.0,,0.0,35787183.0,1582573277.0,0.0,21973264.0,0.0,9242424.0,0.0,0.0,0.0,0.0,0.0,4571495.0,0.0,9114.0,0.0,1614917912.0,3009458.0,423976.0,0.0,0.0,3442548.0,9114.0,0.0,32344635.0,3009458.0,423976.0,0.0,0.0,0.0,0.0,1582573277.0,0.0,0.0,0.0,0.0,3442548.0,0.0,Afghanistan
,,1514280000,3321110000,9843842455,13.74020499,369.835796,95.75765997,,,0.53903688,15.26276264,,,,,,,,0.01,1.9,16.18400002,84.26200104,26616792,8.342000008,YR2007,724,73.4,60.933,58.543,59.70885366,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,2007.0,,0.0,47325358.0,2390445002.0,0.0,29019587.0,755361.0,12428288.0,0.0,0.0,0.0,0.0,0.0,5122122.0,0.0,44652348.0,0.0,2349182702.0,43005725.0,169857.0,759728.0,0.0,88587658.0,0.0,0.0,43352239.0,3803262.0,169857.0,0.0,0.0,44652348.0,0.0,2305830463.0,39202463.0,0.0,759728.0,0.0,3973119.0,84614539.0,Afghanistan
,,2111580000,4351200000,10190529882,3.611368392,373.3611163,96.13609132,,,,,,,,,,,,0.01,1.84,16.17399979,84.20400238,27294031,8.277999878,YR2008,676,70.8,61.486,59.086,60.25673171,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,2008.0,,0.0,54768936.0,3487792555.0,0.0,37321638.0,418044.0,12637568.0,0.0,0.0,0.0,0.0,0.0,4391686.0,0.0,32680122.0,0.0,3376288901.0,132652492.0,939976.0,0.0,0.0,166272590.0,0.0,0.0,51087597.0,3524946.0,156393.0,0.0,0.0,32680122.0,0.0,3325201304.0,129127546.0,783583.0,0.0,0.0,3681339.0,162591251.0,Afghanistan
,,2979930000,5519150000,12486943506,21.02064874,445.8932979,96.17386254,,,,,,,,,,,,0.01,3.55,16.28199959,84.11799622,28004331,8.237999916,YR2009,631,68.2,61.999,59.589,60.76460976,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,2009.0,,0.0,69126803.0,3222518363.0,0.0,42579602.0,376880.0,20739463.0,0.0,0.0,0.0,0.0,0.0,5430858.0,0.0,8252389.0,0.0,3235639303.0,46923013.0,830461.0,0.0,0.0,56005863.0,0.0,0.0,63454698.0,5412855.0,259250.0,0.0,0.0,8252389.0,0.0,3172184605.0,41510158.0,571211.0,0.0,0.0,5672105.0,50333758.0,Afghanistan
,,2938840000,5824910000,15936800636,8.433290482,553.3002894,95.79048088,,,,,,,,,,,,0.01,4,16.52599907,84.01200104,28803167,8.227999687,YR2010,584,65.7,62.476,60.054,61.23546341,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,2010.0,,0.0,62310864.0,3911835161.0,0.0,41908622.0,0.0,14140736.0,0.0,0.0,0.0,0.0,0.0,6261506.0,0.0,32337978.0,57247672.0,3872485640.0,8027857.0,3741390.0,305488.0,0.0,101660385.0,0.0,0.0,56354525.0,5576695.0,74156.0,305488.0,0.0,32337978.0,57247672.0,3816131115.0,2451162.0,3667234.0,0.0,0.0,5956339.0,95704046.0,Afghanistan
