DT.NFL.UNAI.CD,DT.ODA.OATL.CD,DC.DAC.USAL.CD,DC.DAC.TOTL.CD,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.CD,SP.POP.DPND.YG,SH.CON.1524.FE.ZS,SH.CON.1524.MA.ZS,per_si_allsi.cov_pop_tot,per_sa_allsa.cov_pop_tot,per_lm_alllm.cov_pop_tot,SE.SEC.CUAT.LO.ZS,SE.SEC.CUAT.LO.FE.ZS,SE.SEC.CUAT.LO.MA.ZS,SE.PRM.CUAT.FE.ZS,SE.PRM.CUAT.MA.ZS,SE.PRM.CUAT.ZS,SH.HIV.INCD.ZS,IT.NET.USER.ZS,SL.TLF.CACT.FE.ZS,SL.TLF.CACT.MA.ZS,SP.POP.TOTL,SL.UEM.TOTL.ZS,Time.Code,SH.STA.MMRT,SP.DYN.IMRT.IN,SP.DYN.LE00.FE.IN,SP.DYN.LE00.MA.IN,SP.DYN.LE00.IN,WBcode,WBname,COWabb,COWcode,COWname,Income,MENA,year,polity2,durable,United Nations,United States,Joint United Nations Programme on HIV/AIDS (UNAIDS),United Nations Children`s Fund (UNICEF),United Nations Democracy Fund (UNDEF),United Nations Development Programme (UNDP),United Nations Economic Commission for Europe (UNECE),United Nations Economic and Social Commission for Asia and the Pacific (UNESCAP),United Nations Economic and Social Commission for Western Asia (UNESCWA),United Nations High Commissioner for Refugees (UNHCR),United Nations Peacebuilding Fund (UNPBF),United Nations Population Fund (UNFPA),United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA),Family planning,General health including reproductive health,Other,Reproductive health care,STD/HIV/AIDS,Women in development,Womens equality organizations and institutions,Womens Aid,United Nations-Family planning,United Nations-General health including reproductive health,United Nations-Other,United Nations-Reproductive health care,United Nations-STD/HIV/AIDS,United Nations-Women in development,United Nations-Womens equality organizations and institutions,United States-Family planning,United States-General health including reproductive health,United States-Other,United States-Reproductive health care,United States-STD/HIV/AIDS,United States-Women in development,United States-Womens equality organizations and institutions,United Nations-Womens Aid,United States-Womens Aid,AIDname
,,16000000,22910000,5923755900,-4.491364346,2791.671155,70.11853931,,,,,,,,,,,,,,,,2121939,,YR1983,,32.1,73.901,68.705,71.23963415,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,1983.0,-5.0,15.0,0.0,16111529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419171.0,0.0,15692358.0,0.0,0.0,0.0,0.0,419171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419171.0,0.0,15692358.0,0.0,0.0,0.0,0.0,0.0,419171.0,Panama
,,46000000,56840000,6183387100,2.709473773,2848.950175,68.6819355,,,,,,,,,,,,,,,,2170409,,YR1984,,31,74.266,68.923,71.52934146,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,1984.0,-6.0,16.0,0.0,22090722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701774.0,0.0,21388948.0,0.0,0.0,0.0,0.0,701774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701774.0,0.0,21388948.0,0.0,0.0,0.0,0.0,0.0,701774.0,Panama
,,38000000,44530000,6541517100,4.942233651,2947.590611,67.22292321,,,,,,,,,,,,,,,,2219276,,YR1985,,30,74.615,69.134,71.80765854,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,1985.0,-6.0,17.0,0.0,136188906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533879.0,0.0,135655027.0,0.0,0.0,0.0,0.0,533879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533879.0,0.0,135655027.0,0.0,0.0,0.0,0.0,0.0,533879.0,Panama
,,19000000,28250000,6797834200,3.567788228,2996.523014,65.81614571,,,,,,,,,,,,,,,,2268574,,YR1986,,29,74.944,69.342,72.07468293,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,1986.0,-6.0,18.0,0.0,90208749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180115.0,0.0,90028634.0,0.0,0.0,0.0,0.0,180115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180115.0,0.0,90028634.0,0.0,0.0,0.0,0.0,0.0,180115.0,Panama
,,14000000,26800000,6827665300,-1.809055481,2945.07659,64.42221512,,,,,,,,,,,,,,,,2318332,,YR1987,,28.1,75.25,69.551,72.331,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,1987.0,-8.0,19.0,0.0,14676607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14676607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14676607.0,0.0,0.0,0.0,0.0,0.0,0.0,Panama
,,11000000,19530000,5902783400,-13.37984378,2492.079094,63.05165953,,,,,,,,,,,,,,,,2368618,,YR1988,,27.2,75.531,69.764,72.57717073,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,1988.0,-8.0,20.0,0.0,13712011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13712011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13712011.0,0.0,0.0,0.0,0.0,0.0,0.0,Panama
,,7000000,15440000,5918469800,1.562247005,2446.163181,61.71769753,,,,,,,,,,,,,,,,2419491,,YR1989,,26.4,75.788,69.985,72.81573171,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,1989.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,97000000,96260000,6433967000,8.098993006,2603.781289,60.4290742,,,,,,44.00754929,45.09846878,42.94158173,66.59429169,66.83133698,66.71411133,,0,38.92599869,79.27700043,2471009,,YR1990,102,25.8,76.018,70.216,73.0462439,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,1990.0,8.0,1.0,0.0,619393145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619393145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619393145.0,0.0,0.0,0.0,0.0,0.0,0.0,Panama
,,96000000,108290000,7074675500,9.419005745,2803.871581,59.26455463,,,,,,,,,,,,,,39.06600189,78.5759964,2523181,16.10000038,YR1991,98,25.2,76.221,70.462,73.27126829,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,1991.0,8.0,2.0,0.0,72417077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72417077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72417077.0,0.0,0.0,0.0,0.0,0.0,0.0,Panama
,,124000000,195070000,8042337700,8.20168056,3122.003689,58.09008693,,,,,,,,,,,,,,39.75400162,79.93800354,2576018,14.69999981,YR1992,96,24.6,76.4,70.72,73.49073171,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,1992.0,8.0,3.0,0.0,47691161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47691161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47691161.0,0.0,0.0,0.0,0.0,0.0,0.0,Panama
,,48000000,76120000,8782585400,5.455743573,3339.838168,56.94631602,,,,,,,,,,,,,,40.4469986,81.18900299,2629644,13.30000019,YR1993,91,24.2,76.561,70.986,73.7055122,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,1993.0,8.0,4.0,0.0,23113048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23113048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23113048.0,0.0,0.0,0.0,0.0,0.0,0.0,Panama
,,6000000,35110000,9365289800,2.850147171,3489.065313,55.8851945,,,,,,,,,,,,,0.007636899,41.40800095,80.98699951,2684183,14,YR1994,85,23.9,76.709,71.255,73.9154878,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,1994.0,9.0,5.0,0.0,22910981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22910981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22910981.0,0.0,0.0,0.0,0.0,0.0,0.0,Panama
,,6000000,40320000,9573813700,1.751678689,3494.436934,54.9303261,,,,,,,,,,,,,0.056123043,42.79899979,81.77300262,2739730,14,YR1995,94,23.6,76.851,71.522,74.1215122,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,1995.0,9.0,6.0,0.0,10923583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10923583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10923583.0,0.0,0.0,0.0,0.0,0.0,0.0,Panama
,,-5000000,52180000,9870494000,4.07970309,3529.78532,54.03758064,,,,,,,,,,,,,0.219998526,43.25699997,81.43000031,2796344,14.5,YR1996,89,23.3,76.996,71.782,74.32541463,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,1996.0,9.0,7.0,0.0,89002189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89002189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89002189.0,0.0,0.0,0.0,0.0,0.0,0.0,Panama
,,-13000000,48670000,10677286100,6.460990304,3741.242759,53.27339822,,,,,,,,,,,,,0.539065541,43.70700073,81.07099915,2853941,13.39999962,YR1997,96,23,77.148,72.027,74.52504878,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,1997.0,9.0,8.0,0.0,3659971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3659971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3659971.0,0.0,0.0,0.0,0.0,0.0,0.0,Panama
,,-13650000,26170000,11575486400,7.341501476,3974.650657,52.58616252,,,,,,,,,,,,,2.750648071,44.70199966,82.66899872,2912328,14,YR1998,98,22.7,77.311,72.254,74.72082927,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,1998.0,9.0,9.0,0.0,4605384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4605384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4605384.0,0.0,0.0,0.0,0.0,0.0,0.0,Panama
,,-12130000,20340000,12130252200,3.917206597,4082.614583,51.89911051,,,,,,,,,,,,,3.836864509,44.44400024,81.92299652,2971197,11.80000019,YR1999,82,22.3,77.49,72.46,74.91365854,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,1999.0,9.0,10.0,869572.0,10976420.0,0.0,0.0,0.0,869572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11845992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869572.0,0.0,0.0,0.0,0.0,0.0,0.0,10976420.0,0.0,0.0,0.0,0.0,0.0,0.0,Panama
,,-8780000,22950000,12304115000,2.715373497,4060.299035,51.175495,,,,,,47.4888916,49.15827179,45.82587814,76.33287048,76.38217926,76.35756683,0.06,6.554796477,45.08200073,81.54299927,3030347,13.5,YR2000,82,21.9,77.686,72.641,75.10197561,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,2000.0,9.0,11.0,1138270.0,151794824.0,0.0,1138270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152933094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138270.0,0.0,0.0,0.0,0.0,0.0,0.0,151794824.0,0.0,0.0,0.0,0.0,0.0,0.0,Panama
,,770000,30550000,12502013400,0.574273068,4046.372833,50.59396333,,,,,,,,,,,,0.06,7.268399878,45.70899963,81.13300323,3089684,14,YR2001,79,21.4,77.898,72.797,75.28529268,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,2001.0,9.0,12.0,2910608.0,13174142.0,0.0,2261162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649446.0,0.0,323714.0,0.0,15598819.0,162217.0,0.0,0.0,0.0,485931.0,323714.0,0.0,2424677.0,162217.0,0.0,0.0,0.0,0.0,0.0,13174142.0,0.0,0.0,0.0,0.0,485931.0,0.0,Panama
,,5990000,25230000,12994310400,2.229149521,4126.140671,49.91741672,,,,,,,,,,,,0.06,8.518077815,46.31600189,80.69000244,3149265,13.5,YR2002,85,20.9,78.122,72.93,75.46268293,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,2002.0,9.0,13.0,1826859.0,164034943.0,78251.0,991806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756802.0,0.0,387853.0,0.0,165155961.0,239737.0,78251.0,0.0,0.0,705841.0,387853.0,0.0,1121018.0,239737.0,78251.0,0.0,0.0,0.0,0.0,164034943.0,0.0,0.0,0.0,0.0,705841.0,0.0,Panama
,,10490000,33420000,13693981200,4.205495762,4267.13578,49.20348861,,,,,,,,,,,,0.06,9.987424077,46.86500168,80.69300079,3209174,13,YR2003,88,20.4,78.352,73.048,75.63531707,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,2003.0,9.0,14.0,1830510.0,34309219.0,61544.0,1205078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563888.0,0.0,32673.0,0.0,35744233.0,293111.0,69712.0,0.0,0.0,395496.0,32673.0,0.0,1435014.0,293111.0,69712.0,0.0,0.0,0.0,0.0,34309219.0,0.0,0.0,0.0,0.0,395496.0,0.0,Panama
,,9330000,27490000,15013381700,7.522080093,4591.892776,48.53347658,,,,,,,,,,,,0.06,11.14086254,47.125,81.39099884,3269541,11.69999981,YR2004,85,19.9,78.586,73.154,75.8037561,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,2004.0,9.0,15.0,3207936.0,25678163.0,0.0,1121232.0,0.0,1374218.0,0.0,0.0,0.0,0.0,0.0,712486.0,0.0,0.0,0.0,28625657.0,260442.0,0.0,0.0,0.0,260442.0,0.0,0.0,2947494.0,260442.0,0.0,0.0,0.0,0.0,0.0,25678163.0,0.0,0.0,0.0,0.0,260442.0,0.0,Panama
370000,,7500000,24540000,16374393900,7.191278852,4916.54886,47.94143089,,,,,,,,,,,,0.06,11.48400928,47.94800186,81.11699677,3330465,9.800000191,YR2005,87,19.4,78.822,73.257,75.97163415,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,2005.0,9.0,16.0,9126711.0,19765209.0,452352.0,6346386.0,0.0,1723298.0,0.0,0.0,0.0,0.0,0.0,604675.0,0.0,0.0,0.0,28143789.0,210804.0,537327.0,0.0,0.0,748131.0,0.0,0.0,8403519.0,210804.0,512388.0,0.0,0.0,0.0,0.0,19740270.0,0.0,24939.0,0.0,0.0,723192.0,24939.0,Panama
660000,,18730000,32450000,18141666300,8.652465799,5348.518399,47.36217263,,,,,,,,,,,,0.06,17.34956617,46.62599945,80.71199799,3391905,8.699999809,YR2006,88,18.9,79.058,73.36,76.1395122,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,2006.0,9.0,17.0,3630521.0,31189428.0,781826.0,480802.0,0.0,1750546.0,0.0,0.0,0.0,0.0,0.0,617347.0,0.0,321.0,0.0,33771792.0,169102.0,875169.0,3565.0,0.0,1048157.0,321.0,0.0,2625190.0,169102.0,832343.0,3565.0,0.0,0.0,0.0,31146602.0,0.0,42826.0,0.0,0.0,1005331.0,42826.0,Panama
2050000,,7280000,-134520000,20958000000,11.98398545,6068.086607,46.87290865,,,,,,,,,,,,0.06,22.29,47.51499939,80.91100311,3453807,6.400000095,YR2007,89,18.4,79.294,73.471,76.3114878,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,2007.0,9.0,18.0,5348317.0,28024046.0,2251812.0,462050.0,324033.0,1716645.0,0.0,0.0,0.0,0.0,0.0,593777.0,0.0,0.0,0.0,30902790.0,186834.0,2282739.0,0.0,0.0,2469573.0,0.0,0.0,2878744.0,186834.0,2282739.0,0.0,0.0,0.0,0.0,28024046.0,0.0,0.0,0.0,0.0,2469573.0,0.0,Panama
300000,,13660000,30110000,24522200000,8.611646134,6973.92804,46.42844581,,,16.25889141,52.02119038,15.3761405,,,,,,,0.06,33.82,48.65200043,82.93399811,3516268,5.599999905,YR2008,92,17.8,79.527,73.592,76.48712195,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,2008.0,9.0,19.0,2510386.0,16003541.0,314233.0,458492.0,0.0,968623.0,0.0,0.0,0.0,0.0,0.0,769038.0,0.0,0.0,0.0,17844893.0,307382.0,361652.0,0.0,0.0,669034.0,0.0,0.0,1841352.0,307382.0,361652.0,0.0,0.0,0.0,0.0,16003541.0,0.0,0.0,0.0,0.0,669034.0,0.0,Panama
340000,,16660000,60810000,26593500000,1.598358809,7429.628274,45.96763312,,,18.71204239,51.79344528,0.942326933,,,,,,,0.06,39.08,49.57500076,82.48200226,3579385,6.599999905,YR2009,94,17.3,79.755,73.729,76.6685122,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,2009.0,9.0,20.0,2489194.0,27067305.0,370171.0,781690.0,0.0,623092.0,0.0,0.0,0.0,0.0,0.0,714241.0,0.0,0.0,0.0,28772569.0,307253.0,476677.0,0.0,0.0,783930.0,0.0,0.0,1705264.0,307253.0,476677.0,0.0,0.0,0.0,0.0,27067305.0,0.0,0.0,0.0,0.0,783930.0,0.0,Panama
420000,,8980000,122410000,28917200000,5.767349873,7937.259931,45.46827613,,,18.37928904,51.93946457,1.235988136,61.4902916,62.88882828,60.06999969,82.48549652,82.77546692,82.62935638,0.06,40.1,48.95800018,81.96399689,3643222,6.5,YR2010,101,16.8,79.976,73.883,76.85519512,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,2010.0,9.0,21.0,2754752.0,32922527.0,448168.0,923014.0,0.0,566138.0,0.0,0.0,0.0,0.0,0.0,817432.0,0.0,0.0,0.0,34761686.0,328030.0,587563.0,0.0,0.0,915593.0,0.0,0.0,1839159.0,328030.0,587563.0,0.0,0.0,0.0,0.0,32922527.0,0.0,0.0,0.0,0.0,915593.0,0.0,Panama
340000,,13780000,103620000,34373820500,11.80806624,9270.723171,45.04976956,,,17.46246169,48.39639558,0.767382545,,,,,,,0.06,42.7,46.28699875,80.76200104,3707782,4.480000019,YR2011,102,16.3,80.187,74.055,77.04621951,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,2011.0,9.0,22.0,4874687.0,4921294.0,335335.0,931816.0,0.0,380246.0,0.0,0.0,0.0,2509700.0,0.0,717590.0,0.0,0.0,0.0,9027139.0,333120.0,435722.0,0.0,0.0,768842.0,0.0,0.0,4105845.0,333120.0,435722.0,0.0,0.0,0.0,0.0,4921294.0,0.0,0.0,0.0,0.0,768842.0,0.0,Panama
400000,,16200000,41380000,39954761200,9.229952302,10589.82713,44.58961862,,,17.24912026,52.36625013,0.649648774,,,,,,,0.06,40.30189522,48.8030014,81.59400177,3772938,4.050000191,YR2012,101,15.8,80.387,74.241,77.23904878,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,2012.0,9.0,23.0,5044847.0,7953526.0,408621.0,579999.0,0.0,357727.0,0.0,0.0,0.0,2989269.0,0.0,709231.0,0.0,0.0,0.0,12522407.0,67253.0,408621.0,92.0,0.0,475966.0,0.0,0.0,4568881.0,67253.0,408621.0,92.0,0.0,0.0,0.0,7953526.0,0.0,0.0,0.0,0.0,475966.0,0.0,Panama
270000,,12430000,-2430000,44856189500,6.624158955,11685.97983,44.10372492,,,,,,,,,,,,0.06,44.03,50.31800079,81.22799683,3838462,4.099999905,YR2013,99,15.4,80.577,74.438,77.43263415,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,2013.0,9.0,24.0,5822481.0,10663040.0,269628.0,1133353.0,0.0,527532.0,0.0,0.0,0.0,3328111.0,0.0,563857.0,0.0,828.0,0.0,16022752.0,192313.0,269628.0,0.0,0.0,462769.0,828.0,0.0,5359712.0,192313.0,269628.0,0.0,0.0,0.0,0.0,10663040.0,0.0,0.0,0.0,0.0,462769.0,0.0,Panama
,,3990000,-203010000,49165773100,6.053334058,12593.73704,43.61698241,,,,,,,,,,,,0.06,44.92,50.54299927,80.53800201,3903986,4.820000172,YR2014,97,14.9,80.757,74.643,77.62543902,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,2014.0,9.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000,,6850000,-40000,52132289700,5.777393473,13134.04367,43.13876631,,,,,,,,,,,,0.06,51.20542499,50.52600098,80.46199799,3969249,5.346000195,YR2015,94,14.5,80.928,74.855,77.81743902,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,2015.0,9.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55187700000,4.882002835,13680.23601,42.75748122,,,,,,,,,,,,0.06,54,50.52999878,80.40100098,4034119,5.815000057,YR2016,,14.1,,,,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,2016.0,9.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,50.54000092,80.35099792,,6.165999889,YR2017,,,,,,PAN,Panama,PAN,95.0,Panama,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,230496033,,114.636032,77.18740879,,,,,,,,,,,,,,,,2010677,,YR1960,,133.7,43.743,40.303,41.98104878,PNG,Papua New Guinea,PNG,910.0,Papua New Guinea,Low-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,244832035,6.18111172,119.316939,78.05508406,,,,,,,,,,,,,,,,2051947,,YR1961,,129.9,44.251,40.733,42.44909756,PNG,Papua New Guinea,PNG,910.0,Papua New Guinea,Low-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,261184037.4,6.374099317,124.6888138,78.99485159,,,,,,,,,,,,,,,,2094687,,YR1962,,126.1,44.833,41.21,42.97731707,PNG,Papua New Guinea,PNG,910.0,Papua New Guinea,Low-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,275968039.5,4.07252177,128.9990429,79.87714108,,,,,,,,,,,,,,,,2139303,,YR1963,,122.4,45.496,41.751,43.57782927,PNG,Papua New Guinea,PNG,910.0,Papua New Guinea,Low-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,305312043.7,8.570281528,139.6452719,80.49937207,,,,,,,,,,,,,,,,2186340,,YR1964,,118.9,46.236,42.36,44.25073171,PNG,Papua New Guinea,PNG,910.0,Papua New Guinea,Low-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,82550000,344159480.3,10.26851981,153.9032989,80.78672441,,,,,,,,,,,,,,,,2236206,,YR1965,,115.6,47.03,43.026,44.97917073,PNG,Papua New Guinea,PNG,910.0,Papua New Guinea,Low-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10000,85560000,390973233.3,5.813757985,170.7971238,81.2820012,,,,,,,,,,,,,,,,2289109,,YR1966,,112.2,47.848,43.73,45.73878049,PNG,Papua New Guinea,PNG,910.0,Papua New Guinea,Low-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20000,98230000,441706910.1,4.070461474,188.3630032,81.41222861,,,,,,,,,,,,,,,,2344977,,YR1967,,109,48.657,44.444,46.49912195,PNG,Papua New Guinea,PNG,910.0,Papua New Guinea,Low-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10000,110220000,485160824.3,4.35959025,201.847992,81.29879652,,,,,,,,,,,,,,,,2403595,,YR1968,,105.8,49.432,45.147,47.2372439,PNG,Papua New Guinea,PNG,910.0,Papua New Guinea,Low-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,118210000,551237316.6,8.273457947,223.6666994,81.11359432,,,,,,,,,,,,,,,,2464548,,YR1969,,102.7,50.162,45.832,47.94419512,PNG,Papua New Guinea,PNG,910.0,Papua New Guinea,Low-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,146260000,645537126.2,10.84280577,255.3967011,80.942013,,,,,,,,,,,,,,,,2527586,,YR1970,,99.7,50.844,46.503,48.62056098,PNG,Papua New Guinea,PNG,910.0,Papua New Guinea,Low-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,139950000,717716130.5,6.295192572,276.8295839,81.10262214,,,,,,,,,,,,,,,,2592628,,YR1971,,96.9,51.485,47.172,49.27590244,PNG,Papua New Guinea,PNG,910.0,Papua New Guinea,Low-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,189420000,858802035.9,5.643553369,322.8759942,81.20424851,,,,,,,,,,,,,,,,2659851,,YR1972,,94,52.109,47.853,49.92909756,PNG,Papua New Guinea,PNG,910.0,Papua New Guinea,Low-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,192900000,1299105241,6.529264831,475.9359465,81.25853705,,,,,,,,,,,,,,,,2729580,,YR1973,,91.4,52.736,48.554,50.594,PNG,Papua New Guinea,PNG,910.0,Papua New Guinea,Low-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,257510000,1467346060,2.610532599,523.6326971,81.25577297,,,,,,,,,,,,,,,,2802243,,YR1974,,88.9,53.379,49.27,51.27439024,PNG,Papua New Guinea,PNG,910.0,Papua New Guinea,Low-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,297530000,1356591177,-0.87988417,471.3403919,81.19362815,,,,,,,,,,,,,,,,2878156,,YR1975,,86.5,54.065,49.992,51.97882927,PNG,Papua New Guinea,PNG,910.0,Papua New Guinea,Low-Middle,0.0,1975.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,232270000,1511856584,-3.38844861,511.2219412,81.38653082,,,,,,,,,,,,,,,,2957339,,YR1976,,84.2,54.821,50.709,52.71485366,PNG,Papua New Guinea,PNG,910.0,Papua New Guinea,Low-Middle,0.0,1976.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,241390000,1640763204,0.834815597,539.785109,81.46642372,,,,,,,,,,,,,,,,3039660,,YR1977,,82.1,55.647,51.404,53.4737561,PNG,Papua New Guinea,PNG,910.0,Papua New Guinea,Low-Middle,0.0,1977.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
