,gmtoffset,lat,long,tz,tz_abb
282,39600,-30.18954669999999,153.1501948,Australia/Sydney,AEDT
283,-18000,27.4820331,-80.3016686,America/New_York,EST
284,-36000,20.2375607,-155.8144885,Pacific/Honolulu,HST
285,39600,-31.99204859999999,152.5590443,Australia/Sydney,AEDT
286,-36000,20.7644275,-156.44500630000002,Pacific/Honolulu,HST
287,-36000,20.889335100000004,-156.4729469,Pacific/Honolulu,HST
288,-28800,34.402415500000004,-119.69915990000001,America/Los_Angeles,PST
289,-36000,20.7963889,-156.5141667,Pacific/Honolulu,HST
290,28800,-33.5835177,115.09038020000001,Australia/Perth,AWST
291,-18000,28.391835200000003,-80.5969563,America/New_York,EST
292,-28800,34.4208321,-119.6982057,America/Los_Angeles,PST
293,-28800,34.706944299999996,-120.60071780000001,America/Los_Angeles,PST
294,-36000,-17.490953,-149.894307,Pacific/Tahiti,-10
295,-28800,36.9324566,-121.86198770000001,America/Los_Angeles,PST
296,39600,-28.6423088,153.623968,Australia/Sydney,AEDT
297,-18000,41.92212869999999,-70.5488323,America/New_York,EST
298,-18000,27.205499800000002,-80.1690813,America/New_York,EST
299,3600,41.0777465,1.1315926,Europe/Madrid,CET
300,-18000,30.3344077,-81.398696,America/New_York,EST
301,-18000,38.0607973,-75.2362382,America/New_York,EST
302,3600,38.5410566,-0.12249369999999998,Europe/Madrid,CET
303,-18000,34.2693745,-77.74449279999999,America/New_York,EST
304,-18000,33.6060031,-78.97308869999998,America/New_York,EST
305,-18000,29.671814299999998,-85.00255390000001,America/Indiana/Petersburg,EST
306,-18000,34.1749239,-77.8260071,America/New_York,EST
307,28800,-24.1243005,113.4566771,Australia/Perth,AWST
308,-18000,25.981202399999997,-80.14837899999998,America/New_York,EST
309,-21600,30.03805909999999,-90.0155759,America/Chicago,CST
310,-18000,28.266606099999997,-80.60564339999998,America/New_York,EST
311,-18000,33.880728000000005,-78.512231,America/New_York,EST
312,-18000,28.089459899999998,-80.5656079,America/New_York,EST
313,-36000,20.9173855,-156.3836273,Pacific/Honolulu,HST
314,-21600,30.3980135,-86.5977355,America/Chicago,CST
315,-18000,26.7939374,-80.0547103,America/New_York,EST
316,-18000,34.1329044,-77.8510213,America/Kentucky/Monticello,EST
317,-28800,33.884736100000005,-118.41090890000001,America/Los_Angeles,PST
318,-28800,35.0632684,-120.62584879999999,America/Los_Angeles,PST
319,-18000,32.8194131,-79.7343791,America/New_York,EST
320,37800,-35.5,138.5,Australia/Adelaide,ACDT
321,-18000,38.78565820000001,-75.10159630000003,America/New_York,EST
322,37800,-35.630574200000005,138.4671696,Australia/Adelaide,ACDT
323,32400,34.644506,137.234344,Asia/Tokyo,JST
324,-21600,29.200076199999998,-94.9418083,America/Chicago,CST
325,39600,-34.8108164,150.757935,Australia/Sydney,AEDT
326,36000,-27.997344599999998,153.4198464,Australia/Brisbane,AEST
327,43200,-13.295910500000002,-176.2056843,Pacific/Wallis,+12
328,39600,-32.7706273,151.998607,Australia/Sydney,AEDT
329,-18000,28.010895,-80.5302978,America/New_York,EST
330,37800,-34.3333333,135.75,Australia/Adelaide,ACDT
331,-18000,32.0002152,-80.84566600000001,America/New_York,EST
332,-18000,32.141484600000005,-80.7510645,America/New_York,EST
333,7200,-34.1937654,18.435665300000004,Africa/Johannesburg,SAST
334,28800,-32.307964899999995,115.736253,Australia/Perth,AWST
335,7200,-33.5864065,26.885144800000003,Africa/Johannesburg,SAST
336,39600,-36.7360215,149.9674229,Australia/Sydney,AEDT
337,28800,-32.6064533,115.63952240000002,Australia/Perth,AWST
338,7200,-31.640937100000006,29.5299196,Africa/Johannesburg,SAST
339,-18000,26.4614625,-80.07282009999999,America/New_York,EST
340,-18000,26.824640999999996,-80.04404,America/New_York,EST
341,39600,-38.3680831,144.28495519999998,Australia/Melbourne,AEDT
342,-18000,27.207380600000004,-80.1710775,America/New_York,EST
343,-36000,-16.788265300000003,-150.9889238,Pacific/Tahiti,-10
344,37800,-35.15153370000001,137.68547780000003,Australia/Adelaide,ACDT
345,39600,-33.518,151.31,Australia/Sydney,AEDT
346,46800,-46.3327479,167.7108187,Pacific/Auckland,NZDT
347,32400,24.767366600000003,125.32467690000001,Asia/Tokyo,JST
348,-21600,-0.7078012,-90.3170566,Pacific/Galapagos,-06
349,39600,-20.681636800000003,164.9746487,Pacific/Noumea,+11
350,-36000,19.1356564,-155.51324680000002,Pacific/Honolulu,HST
351,39600,-31.459568400000002,152.9282743,Australia/Sydney,AEDT
352,-36000,20.6309516,-156.49541630000002,Pacific/Honolulu,HST
353,39600,-30.238694300000002,153.15083909999998,Australia/Sydney,AEDT
354,-36000,20.7039072,-156.446314,Pacific/Honolulu,HST
355,-28800,44.8814151,-124.03459299999999,America/Los_Angeles,PST
356,-18000,40.0717828,-74.0543036,America/New_York,EST
357,-36000,20.8996987,-156.44059380000002,Pacific/Honolulu,HST
358,28800,-22.0963889,113.88944440000002,Australia/Perth,AWST
359,28800,-31.8123368,115.70911540000002,Australia/Perth,AWST
360,39600,-33.709542299999995,151.3033826,Australia/Sydney,AEDT
361,-36000,20.929722899999998,-156.50453149999998,Pacific/Honolulu,HST
362,-36000,22.2114905,-159.36372759999998,Pacific/Honolulu,HST
363,-18000,25.790654,-80.1300455,America/New_York,EST
364,7200,-34.0329727,24.9313279,Africa/Johannesburg,SAST
365,7200,31.804381,34.655314000000004,Asia/Jerusalem,IST
366,-18000,26.9291055,-80.0691932,America/New_York,EST
367,-21600,30.331073699999997,-87.1426402,America/Chicago,CST
368,-18000,24.559070000000002,-81.80733199999999,America/Kentucky/Monticello,EST
369,-18000,29.8439828,-81.2711546,America/New_York,EST
370,-28800,34.4176221,-119.6491956,America/Los_Angeles,PST
371,-28800,33.387885600000004,-118.41631029999999,America/Los_Angeles,PST
372,39600,-32.384289100000004,152.4885753,Australia/Sydney,AEDT
373,-36000,19.4576939,-154.8418399,Pacific/Honolulu,HST
374,-28800,37.501529299999994,-122.48315819999999,America/Los_Angeles,PST
375,-36000,20.6544444,-156.4425,Pacific/Honolulu,HST
376,-36000,20.8971778,-156.4409789,Pacific/Honolulu,HST
377,-18000,26.4489695,-82.0223137,America/New_York,EST
378,-36000,20.690343300000002,-156.44361669999998,Pacific/Honolulu,HST
379,-18000,26.6458099,-77.0751538,America/Nassau,EST
380,-18000,24.266099800000003,-76.51702879999998,America/Nassau,EST
381,-18000,27.216261499999998,-78.3230559,America/Nassau,EST
382,-10800,-8.11807,-34.893239200000004,America/Recife,-03
383,-21600,30.246036100000005,-87.70081929999998,America/Chicago,CST
384,-18000,29.7983039,-81.2670131,America/New_York,EST
385,14400,-21.014809200000002,55.2602795,Indian/Reunion,+04
386,-18000,33.9135061,-78.3038892,America/New_York,EST
387,3600,42.1405745,3.1186298,Europe/Madrid,CET
388,-18000,17.9367669,-76.8411038,America/Jamaica,EST
389,-28800,37.5386681,-122.297781,America/Los_Angeles,PST
390,-18000,30.3321838,-81.65565099999998,America/New_York,EST
391,-18000,32.6082373,-80.0848166,America/New_York,EST
392,-36000,19.210159899999997,-155.89804740000002,Pacific/Honolulu,HST
393,-21600,28.9444142,-95.2888257,America/Chicago,CST
394,39600,-35.0712278,150.78299619999999,Australia/Sydney,AEDT
395,-36000,21.592761399999997,-158.10341119999998,Pacific/Honolulu,HST
396,-10800,-8.312611300000002,-34.947069899999995,America/Recife,-03
397,14400,-21.0570376,55.2214326,Indian/Reunion,+04
398,39600,-30.1574794,153.1501948,Australia/Sydney,AEDT
399,39600,-31.844324100000005,152.72650990000002,Australia/Sydney,AEDT
400,-18000,26.531786600000004,-80.0905465,America/New_York,EST
401,7200,-34.2433031,18.665067800000003,Africa/Johannesburg,SAST
402,-36000,-16.3103178,-145.6245586,Pacific/Tahiti,-10
403,28800,-31.950526899999996,115.8604572,Australia/Perth,AWST
404,-36000,20.947647699999997,-156.6901111,Pacific/Honolulu,HST
405,39600,-33.4461804,151.4447377,Australia/Sydney,AEDT
406,-18000,25.0837,-76.135757,America/Nassau,EST
407,7200,-34.7155935,20.1086117,Africa/Johannesburg,SAST
408,7200,-34.394267,19.133223,Africa/Johannesburg,SAST
409,28800,-28.802443,114.61852209999999,Australia/Perth,AWST
410,46800,-36.8362109,174.4340691,Pacific/Auckland,NZDT
411,-18000,27.195540100000002,-80.2237091,America/New_York,EST
412,39600,-38.4130172,141.5423971,Australia/Melbourne,AEDT
413,36000,-26.3645433,152.9676695,Australia/Brisbane,AEST
414,36000,-26.806945199999998,153.131696,Australia/Brisbane,AEST
415,-36000,19.8547732,-155.92334319999998,Pacific/Honolulu,HST
416,46800,-36.5833333,175.91666669999998,Pacific/Auckland,NZDT
417,28800,-20.3853568,116.87631040000001,Australia/Perth,AWST
418,39600,-33.7387381,151.3067872,Australia/Sydney,AEDT
419,39600,-31.735303100000003,152.7916418,Australia/Sydney,AEDT
420,-36000,22.0964396,-159.52612380000002,Pacific/Honolulu,HST
421,39600,-35.2721138,150.5160592,Australia/Sydney,AEDT
422,46800,-45.594658200000005,166.7438549,Pacific/Auckland,NZDT
423,36000,-26.682,153.118,Australia/Brisbane,AEST
424,-25200,24.6487586,-107.985777,America/Mazatlan,MST
425,-36000,20.6540154,-156.4411932,Pacific/Honolulu,HST
426,-18000,28.4009154,-80.5961368,America/New_York,EST
427,-18000,27.059497999999998,-80.1364323,America/New_York,EST
428,3600,5.183333,5.883332999999999,Africa/Lagos,WAT
429,-28800,37.0258857,-122.21588179999999,America/Los_Angeles,PST
430,28800,-31.7789355,115.7325558,Australia/Perth,AWST
431,-18000,27.9271447,-80.4879821,America/New_York,EST
432,-18000,25.782612300000004,-80.1340772,America/New_York,EST
433,-36000,20.9107182,-156.4051911,Pacific/Honolulu,HST
434,0,56.5,-5.999999900000001,Europe/London,GMT
435,28800,-31.752,115.735,Australia/Perth,AWST
436,-18000,25.0865151,-80.44728020000001,America/New_York,EST
437,-36000,-15.7413788,-146.6738329,Pacific/Tahiti,-10
438,-28800,34.091945200000005,-118.6021321,America/Los_Angeles,PST
439,37800,-32.797222,134.21111100000002,Australia/Adelaide,ACDT
440,-36000,21.892499899999997,-159.4169444,Pacific/Honolulu,HST
441,-18000,42.0000381,-70.02003189999999,America/New_York,EST
442,-28800,49.1529842,-125.90661840000001,America/Vancouver,PST
443,28800,-30.8277891,115.1879896,Australia/Perth,AWST
444,-18000,34.4901665,-77.43163,America/New_York,EST
445,7200,-34.427956,21.336855,Africa/Johannesburg,SAST
446,-18000,24.6656987,-81.44230479999999,America/New_York,EST
447,39600,-38.6191008,142.9961352,Australia/Melbourne,AEDT
448,3600,39.4209266,9.5755996,Europe/Rome,CET
449,39600,-33.0204805,151.70915119999998,Australia/Sydney,AEDT
450,-18000,28.9491539,-80.83783000000003,America/New_York,EST
451,-36000,21.3275,-157.9802778,Pacific/Honolulu,HST
452,7200,-33.39247,22.2147,Africa/Johannesburg,SAST
453,37800,-35.2367082,136.8966262,Australia/Adelaide,ACDT
454,28800,-33.4665674,115.5602443,Australia/Perth,AWST
455,28800,-27.720376,114.16251399999999,Australia/Perth,AWST
456,36000,-28.0534335,153.4410418,Australia/Brisbane,AEST
457,46800,-39.453943,173.858183,Pacific/Auckland,NZDT
458,10800,28.3500192,36.6039284,Asia/Riyadh,+03
459,-18000,26.772284999999997,-80.037263,America/New_York,EST
460,39600,-32.6157855,152.31398269999997,Australia/Sydney,AEDT
461,7200,-31.746923100000004,18.228855199999998,Africa/Johannesburg,SAST
462,36000,-26.756999999999998,153.126,Australia/Brisbane,AEST
463,-36000,20.8165975,-156.92731930000002,Pacific/Honolulu,HST
464,28800,22.6102278,121.00446310000001,Asia/Taipei,CST
465,-28800,44.95816440000001,-124.01789140000001,America/Los_Angeles,PST
466,39600,-33.4608015,151.4379276,Australia/Sydney,AEDT
467,39600,-28.316667,153.533333,Australia/Sydney,AEDT
468,-18000,26.934224600000004,-80.09420870000001,America/New_York,EST
469,-14400,17.133656100000003,-61.86203949999999,America/Antigua,AST
470,-36000,21.8717452,-159.44635290000002,Pacific/Honolulu,HST
471,39600,-29.479166999999997,153.359444,Australia/Sydney,AEDT
472,7200,-28.12322,32.55636,Africa/Johannesburg,SAST
473,39600,-33.9495,151.2437,Australia/Sydney,AEDT
474,36000,-20.9539613,150.0725668,Australia/Lindeman,AEST
475,39600,-28.7264578,153.5983166,Australia/Sydney,AEDT
476,28800,-8.459556100000002,115.0465991,Asia/Makassar,WITA
477,36000,-26.480556,153.09555600000002,Australia/Brisbane,AEST
478,-28800,37.182920200000005,-122.3928022,America/Los_Angeles,PST
479,36000,-4.2694444,152.34222219999998,Pacific/Port_Moresby,+10
480,14400,-21.1969519,55.820384600000004,Indian/Reunion,+04
481,-28800,36.6927933,-121.8092841,America/Los_Angeles,PST
482,0,57.671302000000004,-3.085232,Europe/London,GMT
483,7200,-29.867253700000003,31.0458542,Africa/Johannesburg,SAST
484,-28800,44.6367836,-124.05345049999998,America/Los_Angeles,PST
485,39600,-37.890226500000004,144.9845562,Australia/Melbourne,AEDT
486,-18000,28.3922182,-80.60771319999998,America/New_York,EST
487,-28800,45.9931636,-123.9226385,America/Los_Angeles,PST
488,28800,-31.9938622,115.7510477,Australia/Perth,AWST
489,-18000,27.504126399999997,-82.7144811,America/New_York,EST
490,-14400,18.4919313,-66.7934203,America/Puerto_Rico,AST
491,7200,-34.1324136,18.4392886,Africa/Johannesburg,SAST
492,14400,-21.027260300000002,55.22652489999999,Indian/Reunion,+04
493,10800,-4.067998200000001,39.6800591,Africa/Nairobi,EAT
494,-28800,40.80628129999999,-124.1991726,America/Los_Angeles,PST
495,-36000,21.299765,-158.0666611,Pacific/Honolulu,HST
496,28800,-33.5426804,115.0391851,Australia/Perth,AWST
497,-18000,29.768859999999997,-81.2536786,America/New_York,EST
498,36000,42.871187799999994,131.3784441,Asia/Vladivostok,+10
499,-18000,35.2669848,-75.52167850000001,America/New_York,EST
500,-18000,33.9968399,-77.90720809999998,America/New_York,EST
501,-18000,34.2085036,-77.7963709,America/New_York,EST
502,-36000,-16.7613013,-151.443589,Pacific/Tahiti,-10
503,-14400,18.1262854,-65.44009849999999,America/Puerto_Rico,AST
504,14400,-4.2956772,55.7043669,Indian/Mahe,+04
505,-18000,34.6937732,-76.6663185,America/New_York,EST
506,-10800,-8.095158699999999,-34.8820633,America/Recife,-03
507,-18000,39.3822537,-74.6166192,America/New_York,EST
508,-18000,35.1146152,-75.9810097,America/New_York,EST
509,14400,-21.056701899999997,55.2228534,Indian/Reunion,+04
510,-18000,26.659446999999997,-78.52065,America/Nassau,EST
511,-21600,28.168892800000002,-96.7386946,America/Chicago,CST
512,-21600,27.710394399999995,-97.1628647,America/Indiana/Tell_City,CST
513,14400,-21.0536395,55.223504000000005,Indian/Reunion,+04
514,-18000,9.906260000000001,-75.58555000000001,America/Bogota,-05
515,-14400,21.835839399999998,-71.8139913,America/Grand_Turk,AST
516,-28800,33.372807699999996,-117.56560120000002,America/Los_Angeles,PST
517,-21600,30.3035037,-87.42731719999998,America/Chicago,CST
518,-14400,21.5,-72.25,America/Grand_Turk,AST
519,0,50.20838579999999,-5.490886400000001,Europe/London,GMT
520,-18000,26.9443142,-80.07235990000001,America/New_York,EST
521,28800,6.318776000000001,99.851614,Asia/Kuala_Lumpur,+08
522,-21600,29.0424663,-95.16965350000001,America/Chicago,CST
523,-36000,19.7227417,-155.97456780000002,Pacific/Honolulu,HST
524,-18000,25.7616798,-80.1917902,America/New_York,EST
525,7200,-30.9784875,30.2714642,Africa/Johannesburg,SAST
526,-18000,26.775340500000002,-80.05809690000001,America/New_York,EST
527,28800,-27.7277776,114.1546986,Australia/Perth,AWST
528,46800,-41.213241499999995,173.8946867,Pacific/Auckland,NZDT
529,46800,-17.320139,178.14133869999998,Pacific/Fiji,+13
530,-21600,28.597701,-95.9764096,America/Chicago,CST
531,-18000,21.138475399999997,-86.76789690000003,America/Cancun,EST
532,39600,-32.678435,152.17838600000002,Australia/Sydney,AEDT
533,39600,-28.6524251,153.62793369999997,Australia/Sydney,AEDT
534,36000,-27.480524600000003,153.012252,Australia/Brisbane,AEST
535,14400,-21.0495695,55.22214880000001,Indian/Reunion,+04
536,36000,-26.406999999999996,153.105,Australia/Brisbane,AEST
537,28800,-21.944526100000004,114.13130149999999,Australia/Perth,AWST
538,-25200,18.8368255,-112.7727754,America/Mazatlan,MST
539,-18000,21.161908,-86.85152790000001,America/Cancun,EST
540,39600,-28.2748222,153.57470969999997,Australia/Sydney,AEDT
541,-18000,18.2713888,-87.83583329999998,America/Cancun,EST
542,28800,-33.6554927,115.35001880000002,Australia/Perth,AWST
543,-28800,29.05252029999999,-118.27605030000001,America/Tijuana,PST
544,7200,27.9158175,34.3299505,Africa/Cairo,EET
545,46800,-18.1416372,177.5074315,Pacific/Fiji,+13
546,7200,27.964289299999997,34.4173373,Africa/Cairo,EET
547,7200,27.929340000000003,34.363620000000004,Africa/Cairo,EET
548,28800,-34.450121,119.35602220000001,Australia/Perth,AWST
549,28800,-32.12095789999999,115.66209009999999,Australia/Perth,AWST
550,28800,-32.204325399999995,115.67762739999999,Australia/Perth,AWST
551,-28800,43.9826214,-124.099841,America/Los_Angeles,PST
552,-28800,34.6826025,-120.6063256,America/Los_Angeles,PST
553,7200,27.956278,34.392363,Africa/Cairo,EET
554,39600,-30.0775456,153.2031795,Australia/Sydney,AEDT
555,-18000,26.525940000000002,-76.9686267,America/Nassau,EST
556,7200,-34.107491100000004,18.821004199999997,Africa/Johannesburg,SAST
557,-28800,43.67706079999999,-124.17483689999999,America/Los_Angeles,PST
558,-18000,36.745984,-75.9440944,America/New_York,EST
559,36000,-29.3874961,153.363572,Australia/Brisbane,AEST
560,28800,-33.85,115.11,Australia/Perth,AWST
561,36000,-19.366087,146.7303911,Australia/Brisbane,AEST
562,32400,33.4996213,126.5311884,Asia/Seoul,KST
563,39600,-31.1861501,152.9132368,Australia/Sydney,AEDT
564,-18000,34.270811200000004,-77.74880929999998,America/New_York,EST
565,-18000,30.1615437,-81.35733570000001,America/New_York,EST
566,0,28.1510447,-15.694066099999999,Atlantic/Canary,WET
567,-18000,26.192028,-80.09643259999999,America/New_York,EST
568,-18000,40.7513503,-73.91246600000001,America/New_York,EST
569,-28800,35.1427533,-120.6412827,America/Los_Angeles,PST
570,-21600,29.2556198,-94.8941273,America/Chicago,CST
571,-18000,32.317001,-80.4966062,America/New_York,EST
572,-18000,34.4696114,-77.4719099,America/New_York,EST
573,25200,13.782967300000001,109.2196634,Asia/Ho_Chi_Minh,+07
574,28800,-35.0169764,116.861579,Australia/Perth,AWST
575,-18000,28.138599,-82.73937500000002,America/New_York,EST
576,39600,-31.275474499999998,152.9641264,Australia/Sydney,AEDT
577,10800,-13.3967519,48.2071525,Indian/Antananarivo,EAT
578,7200,-33.597777799999996,26.9052778,Africa/Johannesburg,SAST
579,46800,-41.2785932,173.2392251,Pacific/Auckland,NZDT
580,36000,-20.3496288,148.93201430000002,Australia/Lindeman,AEST
581,39600,-33.6795811,151.31354850000002,Australia/Sydney,AEDT
582,36000,13.243245000000002,144.7055118,Pacific/Guam,ChST
583,-18000,27.197547999999998,-80.2528257,America/New_York,EST
584,36000,-21.6247834,149.2734874,Australia/Brisbane,AEST
585,14400,25.148328600000003,55.194509100000005,Asia/Dubai,+04
586,36000,-10.5799169,142.2193906,Australia/Brisbane,AEST
587,-18000,25.4396585,-80.20005959999999,America/New_York,EST
588,7200,-32.9869161,27.9380809,Africa/Johannesburg,SAST
589,7200,-26.842738800000003,32.8859972,Africa/Maputo,CAT
590,36000,-26.6146347,153.1144871,Australia/Brisbane,AEST
591,36000,-23.5985585,152.0282456,Australia/Brisbane,AEST
592,7200,-29.8556281,31.0403186,Africa/Johannesburg,SAST
593,46800,-41.171323,174.0225255,Pacific/Auckland,NZDT
594,39600,-28.795503000000004,153.593831,Australia/Sydney,AEDT
595,39600,-32.6742413,152.1858925,Australia/Sydney,AEDT
596,-18000,39.945941999999995,-75.1312033,America/New_York,EST
597,37800,-35.5367772,138.2322002,Australia/Adelaide,ACDT
598,-28800,37.01352079999999,-122.19665970000001,America/Los_Angeles,PST
599,39600,-38.360895,141.6041155,Australia/Melbourne,AEDT
600,-36000,20.732054100000003,-156.45324109999999,Pacific/Honolulu,HST
601,-18000,9.408215,-82.330162,America/Panama,EST
